Total Number of Comms,Solution
5,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066', '1049', '1067'], '1050': ['1050', '1069', '1072', '1030', '1071', '1070', '1068', '1051', '1073'], '1063': ['1063', '1064', '1065', '1055', '1060', '1059', '1062', '1061', '1057'], '1033': ['1033', '1043', '1034', '1044', '1032', '1042', '1045', '1031', '1041', '1037', '1040', '1039'], '1036': ['1036', '1056', '1054', '1053', '1035', '1058', '1038']})"
5,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1045'], '1066': ['1066', '1063', '1064', '1065', '1062', '1049', '1050', '1068', '1070', '1051', '1073', '1067'], '1033': ['1033', '1043', '1042', '1032', '1041', '1034', '1055', '1060', '1059'], '1044': ['1044', '1037', '1040', '1039', '1058', '1038', '1061', '1057', '1031'], '1036': ['1036', '1056', '1054', '1053', '1035', '1069', '1072', '1030', '1071']})"
5,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066', '1063', '1064', '1065'], '1049': ['1049', '1050', '1069', '1068', '1070', '1051', '1073', '1071', '1067', '1072'], '1033': ['1033', '1043', '1034', '1042', '1032'], '1044': ['1044', '1037', '1040', '1039', '1058', '1038', '1045', '1061', '1031', '1054', '1057', '1062'], '1036': ['1036', '1030', '1056', '1053', '1035', '1055', '1060', '1059', '1041']})"
5,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066', '1049', '1063', '1064', '1065', '1045'], '1050': ['1050', '1068', '1070', '1051', '1073', '1067', '1069', '1072', '1030', '1056', '1071', '1035'], '1033': ['1033', '1043', '1034', '1042', '1032', '1044', '1036', '1055', '1060', '1059', '1062', '1041'], '1037': ['1037', '1040', '1039', '1058', '1038', '1054', '1061', '1057', '1053'], '1031': ['1031']})"
5,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066', '1033'], '1049': ['1049', '1069', '1072', '1030', '1071', '1068', '1067', '1070', '1073', '1050', '1056', '1051'], '1063': ['1063', '1064', '1065', '1055', '1060', '1059', '1062'], '1043': ['1043', '1036', '1042', '1035', '1041', '1054', '1053'], '1034': ['1034', '1044', '1037', '1040', '1039', '1058', '1038', '1045', '1032', '1061', '1057', '1031']})"
5,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066', '1049', '1050', '1067', '1065', '1063', '1064'], '1033': ['1033', '1043', '1036', '1042', '1035', '1034', '1032'], '1044': ['1044', '1037', '1040', '1054', '1061', '1057', '1053', '1058', '1039', '1031', '1038', '1045'], '1069': ['1069', '1072', '1030', '1071', '1068', '1070', '1051', '1073', '1056'], '1055': ['1055', '1060', '1059', '1062', '1041']})"
5,"defaultdict(<class 'list'>, {'1046': ['1046', '1047', '1037', '1040', '1045', '1052', '1061', '1057', '1039', '1058', '1038'], '1048': ['1048', '1049', '1050', '1067', '1070', '1069', '1072', '1071', '1068', '1073', '1030', '1051'], '1066': ['1066', '1063', '1064', '1065', '1062', '1055', '1060', '1059', '1041'], '1033': ['1033', '1043', '1034', '1042', '1032', '1044', '1031'], '1036': ['1036', '1056', '1054', '1053', '1035']})"
5,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066', '1049', '1067', '1068', '1070', '1051', '1050', '1073'], '1063': ['1063', '1064', '1065', '1055', '1060', '1059', '1062'], '1033': ['1033', '1043', '1034', '1042', '1032', '1044', '1045', '1041'], '1036': ['1036', '1056', '1054', '1053', '1035', '1069', '1072', '1030', '1071'], '1037': ['1037', '1040', '1039', '1058', '1038', '1061', '1057', '1031']})"
5,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066', '1063', '1064', '1065', '1062', '1055', '1060', '1059'], '1049': ['1049', '1067', '1050', '1037', '1040', '1039', '1058', '1038'], '1033': ['1033', '1043', '1036', '1042', '1035', '1041', '1034', '1044', '1045', '1032', '1031'], '1069': ['1069', '1072', '1068', '1051', '1073', '1030', '1056', '1071', '1070'], '1054': ['1054', '1061', '1057', '1053']})"
5,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066', '1050', '1063', '1064', '1065'], '1049': ['1049', '1067', '1068', '1070', '1051', '1069', '1072', '1030', '1071', '1073'], '1033': ['1033', '1043', '1034', '1042', '1032'], '1044': ['1044', '1037', '1040', '1039', '1058', '1038', '1054', '1061', '1057', '1053', '1045', '1031'], '1036': ['1036', '1056', '1055', '1060', '1059', '1062', '1041', '1035']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1047', '1037', '1040', '1045'], '1052': ['1052', '1048', '1066', '1063', '1064', '1065', '1067', '1049', '1050'], '1033': ['1033', '1043', '1034', '1044', '1032', '1042', '1031', '1041'], '1036': ['1036', '1056', '1054', '1053', '1035'], '1069': ['1069', '1072', '1030', '1071', '1070', '1068', '1051', '1073'], '1061': ['1061', '1057', '1039', '1058', '1038', '1055', '1060', '1059', '1062']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1045'], '1066': ['1066', '1063', '1064', '1065', '1062', '1049', '1050', '1068', '1070', '1051', '1073', '1067'], '1033': ['1033', '1043', '1042', '1032', '1041', '1034', '1055', '1060', '1059'], '1044': ['1044', '1037', '1040', '1039', '1058', '1038', '1061', '1057', '1031'], '1036': ['1036', '1056', '1054', '1053', '1035'], '1069': ['1069', '1072', '1030', '1071']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1048', '1066', '1063', '1064', '1065', '1067', '1049', '1050', '1047', '1070'], '1033': ['1033', '1043', '1036', '1042', '1035', '1034', '1044', '1032'], '1037': ['1037', '1040', '1045', '1039', '1038', '1051'], '1069': ['1069', '1072', '1030', '1071', '1068', '1073'], '1056': ['1056', '1053'], '1054': ['1054', '1061', '1055', '1060', '1059', '1062', '1041', '1057', '1058', '1031']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066', '1049', '1050', '1067', '1065', '1063', '1064', '1062'], '1033': ['1033', '1043', '1034', '1042', '1032', '1036', '1030', '1056', '1035', '1060', '1059', '1041'], '1044': ['1044', '1031'], '1037': ['1037', '1040', '1039', '1058', '1038', '1054', '1061', '1057', '1053', '1045'], '1069': ['1069', '1072', '1071', '1068', '1070', '1051', '1073'], '1055': ['1055']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1047', '1037', '1040', '1045', '1039', '1033', '1043', '1034', '1042', '1032', '1044'], '1052': ['1052', '1048', '1066', '1049', '1050', '1067', '1063', '1064', '1065'], '1036': ['1036', '1056', '1054', '1053', '1035'], '1069': ['1069', '1072', '1030', '1071', '1068', '1070', '1051', '1073'], '1061': ['1061', '1057', '1058', '1031', '1038'], '1055': ['1055', '1060', '1059', '1062', '1041']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066', '1049', '1050', '1067', '1065', '1063', '1064'], '1033': ['1033', '1043', '1034', '1042', '1032', '1044', '1041'], '1036': ['1036', '1056', '1054', '1053', '1035'], '1037': ['1037', '1040', '1045', '1039', '1038', '1055', '1060', '1059'], '1069': ['1069', '1072', '1030', '1071', '1070', '1068', '1051', '1073'], '1061': ['1061', '1057', '1062', '1058', '1031']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1048', '1066', '1049', '1050', '1067'], '1047': ['1047', '1034', '1044', '1037', '1040', '1045', '1039', '1038', '1031'], '1063': ['1063', '1064', '1065', '1062', '1055', '1060', '1059', '1041'], '1033': ['1033', '1043', '1036', '1042', '1035', '1032'], '1069': ['1069', '1072', '1030', '1071', '1068', '1056', '1070', '1051', '1073'], '1054': ['1054', '1061', '1057', '1053', '1058']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066'], '1049': ['1049', '1050', '1069', '1072', '1030', '1071', '1068', '1070', '1051', '1073', '1067'], '1063': ['1063', '1064', '1065', '1062', '1055', '1060', '1059', '1041'], '1033': ['1033', '1043', '1034', '1044', '1037', '1040', '1039', '1058', '1038', '1045', '1032', '1042'], '1036': ['1036', '1056', '1054', '1053', '1035', '1031'], '1061': ['1061', '1057']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1049', '1037', '1040', '1045'], '1066': ['1066', '1063', '1064', '1065', '1067', '1050', '1068', '1070', '1051', '1073', '1069'], '1033': ['1033', '1043', '1034', '1044', '1032', '1042'], '1036': ['1036', '1030', '1056', '1071', '1035', '1072'], '1054': ['1054', '1061', '1057', '1058', '1031', '1038', '1062', '1039', '1053'], '1055': ['1055', '1060', '1059', '1041']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066', '1049', '1050', '1067', '1070', '1051'], '1063': ['1063', '1064', '1065', '1062', '1054', '1061', '1057', '1053'], '1033': ['1033', '1043', '1034', '1042', '1032', '1044', '1045', '1055', '1060', '1059', '1041', '1031'], '1036': ['1036', '1056', '1035'], '1037': ['1037', '1040', '1039', '1058', '1038'], '1069': ['1069', '1072', '1030', '1071', '1068', '1073']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1048', '1066', '1063', '1064', '1065', '1067', '1049', '1050'], '1047': ['1047', '1033', '1043', '1034', '1042', '1032', '1044', '1045', '1031'], '1036': ['1036', '1056', '1054', '1053', '1035'], '1037': ['1037', '1040', '1055', '1060', '1059', '1062', '1041'], '1069': ['1069', '1068', '1070', '1051', '1073', '1072', '1030', '1071'], '1061': ['1061', '1057', '1039', '1058', '1038']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066', '1063', '1064', '1065', '1062', '1049', '1050', '1067'], '1033': ['1033', '1043', '1034', '1042', '1032', '1044', '1045', '1031', '1041', '1055', '1060', '1059'], '1036': ['1036', '1056', '1054', '1053', '1035', '1069', '1072', '1030', '1071'], '1037': ['1037', '1040', '1039', '1058', '1038'], '1061': ['1061', '1057'], '1068': ['1068', '1070', '1051', '1073']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066', '1049', '1050', '1067', '1065'], '1063': ['1063', '1064'], '1033': ['1033', '1032'], '1043': ['1043', '1036', '1056', '1054', '1053', '1035', '1042', '1030', '1055', '1060', '1059', '1041'], '1034': ['1034', '1044', '1037', '1040', '1039', '1058', '1038', '1061', '1057', '1062', '1031', '1045'], '1069': ['1069', '1068', '1070', '1051', '1073', '1072', '1071']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1047', '1037', '1040', '1045', '1052', '1048', '1066', '1065', '1049', '1063', '1064'], '1050': ['1050', '1068', '1070', '1051', '1073', '1069', '1072', '1030', '1071', '1067'], '1033': ['1033', '1043', '1034', '1042', '1032', '1044', '1031'], '1036': ['1036', '1056', '1054', '1053', '1035'], '1061': ['1061', '1057', '1039', '1058', '1038'], '1055': ['1055', '1060', '1059', '1062', '1041']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066', '1049', '1050', '1067', '1065', '1063', '1064'], '1033': ['1033', '1043', '1036', '1042', '1035', '1034', '1032'], '1044': ['1044', '1037', '1040', '1054', '1061', '1057', '1053', '1058', '1039', '1031', '1038', '1045'], '1069': ['1069', '1072', '1030', '1071', '1068', '1070', '1051', '1073'], '1056': ['1056'], '1055': ['1055', '1060', '1059', '1062', '1041']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066', '1049', '1067'], '1050': ['1050', '1069', '1072', '1030', '1071', '1070', '1068', '1051', '1073'], '1063': ['1063', '1064', '1065', '1055', '1060', '1059', '1062', '1061', '1057'], '1033': ['1033', '1043', '1034', '1044', '1032', '1042', '1045', '1031', '1041', '1037', '1040', '1039'], '1036': ['1036', '1056', '1054', '1053', '1035'], '1058': ['1058', '1038']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1037', '1040', '1039', '1058', '1038', '1045'], '1048': ['1048', '1066', '1049', '1050', '1067'], '1063': ['1063', '1064', '1065', '1055', '1060', '1059', '1062', '1061', '1057', '1031'], '1033': ['1033', '1043', '1036', '1056', '1054', '1053', '1035', '1042', '1041', '1034', '1032'], '1044': ['1044'], '1069': ['1069', '1072', '1030', '1071', '1068', '1070', '1051', '1073']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066', '1049', '1050', '1067', '1070', '1068', '1051', '1073'], '1063': ['1063', '1064'], '1065': ['1065', '1037', '1040', '1039', '1058', '1038', '1054', '1061', '1057', '1053', '1062', '1031'], '1033': ['1033', '1043', '1034', '1044', '1045', '1032', '1042'], '1036': ['1036', '1030', '1056', '1071', '1035', '1069', '1072'], '1055': ['1055', '1060', '1059', '1041']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1047', '1037', '1040', '1039', '1058', '1038', '1045', '1061', '1057'], '1052': ['1052', '1048', '1066', '1063', '1064', '1065', '1067', '1049', '1050'], '1033': ['1033', '1043', '1034', '1044', '1032', '1042', '1031'], '1036': ['1036', '1056', '1054', '1053', '1035'], '1069': ['1069', '1072', '1030', '1071', '1068', '1070', '1051', '1073'], '1055': ['1055', '1060', '1059', '1062', '1041']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1049', '1066', '1063', '1064', '1065', '1067', '1045'], '1050': ['1050', '1069', '1068', '1070', '1051', '1073', '1072', '1030', '1071'], '1033': ['1033', '1043', '1034', '1042', '1032', '1044', '1031'], '1036': ['1036', '1056', '1054', '1053', '1035'], '1037': ['1037', '1040', '1039', '1058', '1038', '1061', '1057'], '1055': ['1055', '1060', '1059', '1062', '1041']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1037', '1040', '1045', '1039', '1038', '1044', '1031'], '1066': ['1066', '1063', '1064', '1065', '1067', '1049'], '1050': ['1050', '1069', '1072', '1068', '1051', '1073', '1030', '1056', '1071', '1035', '1070'], '1033': ['1033', '1043', '1036', '1042', '1055', '1060', '1059', '1062', '1041'], '1034': ['1034', '1032'], '1054': ['1054', '1061', '1057', '1053', '1058']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066', '1049', '1050', '1063', '1064', '1065', '1062', '1067'], '1033': ['1033', '1043', '1034', '1044', '1032', '1036', '1042', '1035', '1041'], '1037': ['1037', '1040', '1045', '1061', '1057', '1039', '1058', '1038'], '1069': ['1069', '1072', '1030', '1056', '1054', '1053', '1071', '1068', '1070', '1051', '1073'], '1055': ['1055', '1060', '1059'], '1031': ['1031']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1047', '1037', '1040', '1045', '1039', '1038', '1054', '1061', '1057', '1053', '1058'], '1052': ['1052', '1048', '1066', '1063', '1064', '1065', '1067', '1049', '1050'], '1033': ['1033', '1043', '1034', '1042', '1032', '1036', '1030', '1056', '1035', '1041'], '1044': ['1044', '1031'], '1069': ['1069', '1072', '1071', '1068', '1070', '1051', '1073'], '1055': ['1055', '1060', '1059', '1062']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1048', '1066', '1049', '1050', '1067', '1063', '1064', '1065', '1047'], '1033': ['1033', '1043', '1034', '1042', '1032', '1044', '1045'], '1036': ['1036', '1056', '1054', '1053', '1035', '1069', '1072', '1030', '1071'], '1037': ['1037', '1040', '1039', '1058', '1038', '1061', '1057', '1062', '1031'], '1055': ['1055', '1060', '1059', '1041'], '1068': ['1068', '1070', '1051', '1073']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066'], '1049': ['1049', '1050', '1069', '1072', '1030', '1071', '1068', '1070', '1051', '1073', '1067'], '1063': ['1063', '1064', '1065', '1062', '1055', '1060', '1059', '1041'], '1033': ['1033', '1043', '1034', '1042', '1032', '1044', '1045'], '1036': ['1036', '1056', '1054', '1053', '1035', '1037', '1040', '1039', '1058', '1038', '1061', '1057'], '1031': ['1031']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066', '1049', '1050', '1065', '1067', '1063', '1064'], '1033': ['1033', '1043', '1034', '1042', '1032', '1044', '1045', '1031'], '1036': ['1036', '1056', '1054', '1053', '1035'], '1037': ['1037', '1040', '1055', '1060', '1059', '1062', '1041'], '1069': ['1069', '1072', '1030', '1071', '1068', '1070', '1051', '1073'], '1061': ['1061', '1057', '1039', '1058', '1038']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1050', '1049'], '1066': ['1066', '1063', '1064', '1065', '1062', '1055', '1060', '1059', '1067'], '1033': ['1033', '1043', '1036', '1042', '1035', '1041', '1034', '1044', '1045', '1032', '1031'], '1037': ['1037', '1040', '1039', '1058', '1038'], '1069': ['1069', '1072', '1030', '1071', '1070', '1068', '1051', '1073'], '1056': ['1056', '1054', '1061', '1057', '1053']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066'], '1049': ['1049', '1050', '1068', '1070', '1051', '1073', '1069', '1071', '1067', '1072', '1030', '1056'], '1063': ['1063', '1064', '1065', '1054', '1061', '1057', '1053', '1058', '1062', '1031'], '1033': ['1033', '1043', '1034', '1044', '1032', '1036', '1042', '1035', '1041'], '1037': ['1037', '1040', '1045', '1039', '1038'], '1055': ['1055', '1060', '1059']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066', '1033'], '1049': ['1049', '1069', '1072', '1030', '1071', '1068', '1067', '1070', '1073', '1050', '1056', '1051'], '1063': ['1063', '1064', '1065', '1055', '1060', '1059', '1062'], '1043': ['1043', '1036', '1042', '1035', '1041'], '1034': ['1034', '1044', '1037', '1040', '1039', '1058', '1038', '1045', '1032', '1061', '1057', '1031'], '1054': ['1054', '1053']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1066'], '1049': ['1049', '1050', '1069', '1072', '1030', '1071', '1068', '1070', '1051', '1073', '1067'], '1063': ['1063', '1064', '1065', '1055', '1060', '1059', '1062', '1056', '1041', '1035'], '1033': ['1033', '1043', '1034', '1044', '1032', '1036', '1042', '1031'], '1037': ['1037', '1040', '1045', '1039', '1038'], '1054': ['1054', '1061', '1057', '1053', '1058']})"
6,"defaultdict(<class 'list'>, {'1046': ['1046', '1052', '1047', '1048', '1050', '1049'], '1066': ['1066', '1063', '1064', '1065', '1067', '1055', '1060', '1059', '1062'], '1033': ['1033'], '1043': ['1043', '1036', '1042', '1035', '1041', '1056', '1054', '1053'], '1034': ['1034', '1044', '1045', '1032', '1031', '1037', '1040', '1039', '1058', '1038', '1061', '1057'], '1069': ['1069', '1072', '1030', '1071', '1068', '1070', '1051', '1073']})"
